text,topic,probability,topic_2,probability_2
advanced multimodal liver tumor segmentation via diffusionbased image synthesis alignment multimodal learning demonstrated enhance performance across various clinical tasks owing diverse perspectives offered different modalities data however existing multimodal segmentation methods rely wellregistered multimodal data unrealistic realworld clinical images particularly indistinct diffuse regions liver tumors paper introduce fourstage multimodal liver tumor segmentation pipeline preregistration target organs multimodal cts dilation annotated modalitys mask followed use inpainting obtain multimodal normal cts without tumors synthesis strictly aligned multimodal cts tumors using latent diffusion model based multimodal ct features randomly generated tumor masks finally training segmentation model thus eliminating need strictly aligned multimodal data extensive experiments public internal datasets demonstrate superiority stateoftheart multimodal segmentation methods,3,1.0,3,1.0
towards accurate liptospeech synthesis inthewild paper introduce novel approach address task synthesizing speech silent videos inthewild speaker solely based lip movements traditional approach directly generating speech lip videos faces challenge able learn robust language model speech alone resulting unsatisfactory outcomes overcome issue propose incorporating noisy text supervision using stateoftheart liptotext network instills language information model noisy text generated using pretrained liptotext model enabling approach work without text annotations inference design visual texttospeech network utilizes visual stream generate accurate speech insync silent input video perform extensive experiments ablation studies demonstrating approachs superiority current stateoftheart methods various benchmark datasets demonstrate essential practical application method assistive technology generating speech als patient lost voice make mouth movements demo video code additional details found,-1,0.0,-1,0.0
highfidelity lipsynced talking face synthesis via landmarkbased diffusion model audiodriven talking face video generation attracted increasing attention due huge industrial potential previous methods focus learning direct mapping audio visual content despite progress often struggle ambiguity mapping process leading flawed results alternative strategy involves facial structural representations eg facial landmarks intermediaries multistage approach better preserves appearance details suffers error accumulation due independent optimization different stages moreover previous methods rely generative adversarial networks prone training instability mode collapse address challenges study proposes novel landmarkbased diffusion model talking face generation leverages facial landmarks intermediate representations enabling endtoend optimization specifically first establish less ambiguous mapping audio landmark motion lip jaw introduce innovative conditioning module called talkformer align synthesized motion motion represented landmarks via differentiable crossattention enables endtoend optimization improved lip synchronization besides talkformer employs implicit feature warping align reference image features target motion preserving appearance details extensive experiments demonstrate approach synthesize highfidelity lipsynced talking face videos preserving subject appearance details reference image,6,1.0,6,1.0
timesuite improving mllms long video understanding via grounded tuning multimodal large language models mllms demonstrated impressive performance short video understanding however understanding longform videos still remains challenging mllms paper proposes timesuite collection new designs adapt existing shortform video mllms long video understanding including simple yet efficient framework process long video sequence highquality video dataset grounded tuning mllms carefullydesigned instruction tuning task explicitly incorporate grounding supervision traditional qa format specifically based videochat propose longvideo mllm coined videochatt implementing token shuffling compress long video tokens introducing temporal adaptive position encoding tape enhance temporal awareness visual representation meanwhile introduce timepro comprehensive groundingcentric instruction tuning dataset composed tasks highquality grounded annotations notably design new instruction tuning task type called temporal grounded caption peform detailed video descriptions corresponding time stamps prediction explicit temporal location prediction guide mllm correctly attend visual content generating description thus reduce hallucination risk caused llms experimental results demonstrate timesuite provides successful solution enhance long video understanding capability shortform mllm achieving improvement benchmarks egoschema videomme respectively addition videochatt exhibits robust zeroshot temporal grounding capabilities significantly outperforming existing stateoftheart mllms finetuning performs par traditional supervised expert models,0,0.8903486744309248,0,0.8903486744309248
knowledge guided entityaware video captioning basketball benchmark despite recent emergence video captioning models generate text description specific entity names finegrained actions far solved however great applications basketball live text broadcast paper new multimodal knowledge graph supported basketball benchmark video captioning proposed specifically construct multimodal basketball game knowledge graph provide additional knowledge beyond videos multimodal basketball game video captioning dataset contains types finegrained shooting events players knowledge ie images names constructed based develop knowledge guided entityaware video captioning network keanet based candidate player list encoderdecoder form basketball live text broadcast temporal contextual information video encoded introducing bidirectional gru bigru module entityaware module designed model relationships among players highlight key players extensive experiments multiple sports benchmarks demonstrate keanet effectively leverages extera knowledge outperforms advanced video captioning models proposed dataset corresponding codes publicly available soon,0,0.8910470884561363,0,0.8910470884561363
leveraging irregular repetition priors improving video action counting video action counting vac crucial analyzing sports fitness everyday activities quantifying repetitive actions videos however traditional vac methods overlooked complexity action repetitions interruptions variability cycle duration research addresses shortfall introducing novel approach vac called irregular video action counting ivac ivac prioritizes modeling irregular repetition patterns videos define two primary aspects intercycle consistency cycleinterval inconsistency intercycle consistency ensures homogeneity spatialtemporal representations cycle segments signifying action uniformity within cycles cycleinterval inconsistency highlights importance distinguishing cycle segments intervals based inherent content differences encapsulate principles propose new methodology includes consistency inconsistency modules supported unique pullpush loss mechanism model applies pull loss promote coherence among cycle segment features push loss clearly distinguish features cycle segments interval segments empirical evaluations conducted repcount dataset demonstrate model sets new benchmark vac task performance furthermore model demonstrates exceptional adaptability generalization across various video contents outperforming existing models two additional datasets ucfrep countix without need datasetspecific optimization results confirm efficacy approach addressing irregular repetitions videos pave way advancements video analysis understanding,-1,0.0,-1,0.0
fast encoderbased casual videos via point track processing paper addresses longstanding challenge reconstructing structures videos dynamic content current approaches problem designed operate casual videos recorded standard cameras require long optimization time aiming significantly improve efficiency previous approaches present learningbased approach enables inferring structure camera positions dynamic content originating casual videos using single efficient feedforward pass achieve propose operating directly point tracks input designing architecture tailored processing point tracks proposed architecture designed two key principles mind takes account inherent symmetries present input point tracks data assumes movement patterns effectively represented using lowrank approximation trained unsupervised way dataset casual videos utilizing point tracks extracted videos without supervision experiments show reconstruct temporal point cloud camera positions underlying video accuracy comparable stateoftheart methods drastically reducing runtime show generalizes well unseen videos unseen semantic categories inference time,-1,0.0,-1,0.0
beyond alignment blind video face restoration via parsingguided temporalcoherent transformer multiple complex degradations coupled lowquality video faces real world therefore blind video face restoration highly challenging illposed problem requiring hallucinating highfidelity details also enhancing temporal coherence across diverse pose variations restoring frame independently naive manner inevitably introduces temporal incoherence artifacts pose changes keypoint localization errors address propose first blind video face restoration approach novel parsingguided temporalcoherent transformer pgtformer without prealignment pgtformer leverages semantic parsing guidance select optimal face priors generating temporally coherent artifactfree results specifically pretrain temporalspatial vector quantized autoencoder highquality video face datasets extract expressive contextrich priors temporal parseguided codebook predictor tpcp restores faces different poses based face parsing context cues without performing face prealignment strategy reduces artifacts mitigates jitter caused cumulative errors face prealignment finally temporal fidelity regulator tfr enhances fidelity temporal feature interaction improves video temporal consistency extensive experiments face videos show method outperforms previous face restoration baselines code released hrefhttpsgithubcomkepengxupgtformerhttpsgithubcomkepengxupgtformer,-1,0.0,-1,0.0
unveiling potential harnessing deep metric learning circumvent video streaming encryption encryption internet shift https important step improve privacy internet users however increasing body work extracting information encrypted internet traffic without decrypt attacks bypass security guarantees assumed given https thus need understood prior works showed variable bitrates video streams sufficient identify video someone watching works generally make tradeoffs aspects accuracy scalability robustness etc tradeoffs complicate practical use attacks end propose deep metric learning framework based triplet loss method framework achieve robust generalisable scalable transferable encrypted video stream detection first triplet loss better able deal video streams seen training second approach accurately classify videos seen training third show method scales well dataset videos finally show model trained video streams chrome also classify streams firefox results suggest sidechannel attack broadly applicable originally thought provide code alongside diverse uptodate dataset future research,4,1.0,4,1.0
videosalmonn speechenhanced audiovisual large language models speech understanding element generic video understanding using audiovisual large language models avllms crucial yet understudied aspect paper proposes videosalmonn single endtoend avllm video processing understand visual frame sequences audio events music speech well obtain finegrained temporal information required speech understanding keeping efficient video elements paper proposes novel multiresolution causal qformer mrc qformer structure connect pretrained audiovisual encoders backbone large language model moreover dedicated training approaches including diversity loss unpaired audiovisual mixed training scheme proposed avoid frames modality dominance introduced speechaudiovisual evaluation benchmark videosalmonn achieves absolute accuracy improvements videoqa task absolute accuracy improvements audiovisual qa tasks human speech addition videosalmonn demonstrates remarkable video comprehension reasoning abilities tasks unprecedented avllms training code model checkpoints available texttturlhttpsgithubcombytedancesalmonn,0,1.0,0,1.0
hypergraph multimodal large language model exploiting eeg eyetracking modalities evaluate heterogeneous responses video understanding understanding video creativity content often varies among individuals differences focal points cognitive levels across different ages experiences genders currently lack research area existing benchmarks suffer several drawbacks limited number modalities answers restrictive length content scenarios within videos excessively monotonous transmitting allegories emotions overly simplistic bridge gap realworld applications introduce largescale subjective response indicators advertisement videos dataset namely sriadv specifically collected real changes electroencephalographic eeg eyetracking regions different demographics viewed identical video content utilizing multimodal dataset developed tasks protocols analyze evaluate extent cognitive understanding video content among different users along dataset designed hypergraph multimodal large language model hmllm explore associations among different demographics video elements eeg eyetracking indicators hmllm could bridge semantic gaps across rich modalities integrate information beyond different modalities perform logical reasoning extensive experimental evaluations sriadv additional videobased generative performance benchmarks demonstrate effectiveness method codes dataset released httpsgithubcommininglampmllmhmllm,0,0.9986189224600447,0,0.9986189224600447
sigma sinkhornguided masked video modeling videobased pretraining offers immense potential learning strong visual representations unprecedented scale recently masked video modeling methods shown promising scalability yet fall short capturing higherlevel semantics due reconstructing predefined lowlevel targets pixels tackle present sinkhornguided masked video modelling sigma novel video pretraining method jointly learns video model addition target feature space using projection network however simple modification means regular reconstruction loss lead trivial solutions networks jointly optimized solution distribute features spacetime tubes evenly across limited number learnable clusters posing optimal transport problem enforce high entropy generated features across batch infusing semantic temporal meaning feature space resulting cluster assignments used targets symmetric prediction task video model predicts cluster assignment projection network vice versa experimental results ten datasets across three benchmarks validate effectiveness sigma learning performant temporallyaware robust video representations improving upon stateoftheart methods project website code available httpsquvalabgithubiosigma,-1,0.0,-1,0.0
explore crosscodec qualityrate convex hulls relation adaptive streaming ongoing advancement video technology emergence new video platforms suppliers video contents striving ensure video quality meets desire consumers accessing limited amount channel bandwidth often looking novel approach decrease use data thus required energy cost study evaluates quality rate performance codecs across resolutions optimize video quality minimizing bitrate crucial energy cost efficiency approach original videos native resolutions encoded decoded rescaled using ffmpeg resolution encoding decoding performed various quantization levels quality rate qr curves generated using psnr vmaf metric bitrate convex hull curves derived mathematically modelled resolution procedure systematically applied codecs results indicate increasing crf values reduce bitrate psnr vmaf psnr ranging db logarithmic polynomial modelling convex hulls demonstrated high accuracy low rmse high rsquared values findings suggest convex hull one codec predict performance others aiding future contentdriven prediction methodologies enhancing adaptive streaming efficiency keywords video codecs adaptive streaming compression bitrate psnr vmaf,2,1.0,2,1.0
evaluation large pretrained models gesture recognition using synthetic videos work explore possibility using synthetically generated data videobased gesture recognition large pretrained models consider whether models sufficiently robust expressive representation spaces enable trainingfree classification specifically utilize various stateoftheart video encoders extract features use knearest neighbors classification training data points derived synthetic videos compare results another trainingfree approach zeroshot classification using text descriptions gesture experiments dataset find using synthetic training videos yields significantly lower classification accuracy real test videos compared using relatively small number real training videos also observe video backbones finetuned classification tasks serve superior feature extractors choice finetuning data substantial impact knearest neighbors performance lastly find zeroshot textbased classification performs poorly gesture recognition task gestures easily described natural language,-1,0.0,-1,0.0
data playwright authoring data videos annotated narration creating data videos effectively narrate stories animated visuals requires substantial effort expertise promising research trend leveraging easytouse natural language nl interaction automatically synthesize data video components narrative content like text narrations nl commands specify userrequired designs nevertheless previous research overlooked integration narrative content specific design authoring commands leading generated results lack customization fail seamlessly fit narrative context address issues introduce novel paradigm creating data videos seamlessly integrates users authoring narrative intents unified format called annotated narration allowing users incorporate nl commands design authoring inline annotations within narration text informed formative study users preference annotated narration develop prototype system named data playwright embodies paradigm effective creation data videos within data playwright users write annotated narration based uploaded visualizations systems interpreter automatically understands users inputs synthesizes data videos narrationanimation interplay powered large language models finally users preview finetune video user study demonstrated participants effectively create data videos data playwright effortlessly articulating desired outcomes annotated narration,15,1.0,15,1.0
video quality assessment comprehensive survey video quality assessment vqa important processing task aiming predicting quality videos manner highly consistent human judgments perceived quality traditional vqa models based natural image andor video statistics inspired models projected images real world dual models human visual system deliver limited prediction performances realworld usergenerated content ugc exemplified recent largescale vqa databases containing large numbers diverse video contents crawled web fortunately recent advances deep neural networks large multimodality models lmms enabled significant progress solving problem yielding better results prior handcrafted models numerous deep learningbased vqa models developed progress direction driven creation contentdiverse largescale humanlabeled databases supply ground truth psychometric video quality data present comprehensive survey recent progress development vqa algorithms benchmarking studies databases make possible also analyze open research directions study design vqa algorithm architectures github link httpsgithubcomtacogroupvideoqualityassessmentacomprehensivesurvey,12,0.3545353409230002,12,0.3545353409230002
bvicr multiview human dataset volumetric video compression advances immersive technologies reconstruction enabled creation digital replicas realworld objects environments fine details processes generate vast amounts data requiring efficient compression methods satisfy memory bandwidth constraints associated data storage transmission however development validation efficient data compression methods constrained lack comprehensive highquality volumetric video datasets typically require much effort acquire consume increased resources compared image video databases bridge gap present open multiview volumetric human dataset denoted bvicr contains multiview rgbd captures corresponding textured polygonal meshes depicting range diverse human actions video sequence contains views resolution durations seconds using bvicr benchmarked three conventional neural coordinatebased multiview video compression methods following mpeg miv common test conditions reported rate quality performance based various quality metrics results show great potential neural representation based methods volumetric video compression compared conventional video coding methods average coding gain psnr dataset provides development validation platform variety tasks including volumetric reconstruction compression quality assessment database shared publicly urlhttpsgithubcomfanaaronzhangbvicr,-1,0.0,-1,0.0
lift leveraging human feedback texttovideo model alignment recent advances texttovideo generative models shown impressive capabilities however models still inadequate aligning synthesized videos human preferences eg accurately reflecting text descriptions particularly difficult address human preferences subjective challenging formalize objective functions existing studies train video quality assessment models rely humanannotated ratings video evaluation overlook reasoning behind evaluations limiting ability capture nuanced human criteria moreover aligning model using videobased human feedback remains unexplored therefore paper proposes lift first method designed leverage human feedback model alignment specifically first construct human rating annotation dataset lifthra consisting approximately human annotations including score corresponding rationale based train reward model liftcritic learn reward function effectively serves proxy human judgment measuring alignment given videos human expectations lastly leverage learned reward function align model maximizing rewardweighted likelihood case study apply pipeline showing finetuned model outperforms across metrics highlighting potential human feedback improving alignment quality synthesized videos,-1,0.0,-1,0.0
deblurgs gaussian splatting camera motion blur although significant progress made reconstructing sharp scenes motionblurred images transition realworld applications remains challenging primary obstacle stems severe blur leads inaccuracies acquisition initial camera poses structurefrommotion critical aspect often overlooked previous approaches address challenge propose deblurgs method optimize sharp gaussian splatting motionblurred images even noisy camera pose initialization restore finegrained sharp scene leveraging remarkable reconstruction capability gaussian splatting approach estimates camera motion blurry observation synthesizes corresponding blurry renderings optimization process furthermore propose gaussian densification annealing strategy prevent generation inaccurate gaussians erroneous locations early training stages camera motion still imprecise comprehensive experiments demonstrate deblurgs achieves stateoftheart performance deblurring novel view synthesis realworld synthetic benchmark datasets well fieldcaptured blurry smartphone videos,1,1.0,1,1.0
pose estimation camera images underwater inspection highprecision localization pivotal underwater reinspection missions traditional localization methods like inertial navigation systems doppler velocity loggers acoustic positioning face significant challenges costeffective applications visual localization costeffective alternative cases leveraging cameras already equipped inspection vehicles estimate poses images surrounding scene amongst machine learningbased pose estimation images shows promise underwater environments performing efficient relocalization using models trained based previously mapped scenes explore efficacy learningbased pose estimators clear turbid water inspection missions assessing impact image formats model architectures training data diversity innovate employing novel view synthesis models generate augmented training data significantly enhancing pose estimation unexplored regions moreover enhance localization accuracy integrating pose estimator outputs sensor data via extended kalman filter demonstrating improved trajectory smoothness accuracy,14,1.0,14,1.0
videoguide improving video diffusion models without training teachers guide texttoimage diffusion models revolutionized visual content creation extending capabilities texttovideo generation remains challenge particularly preserving temporal consistency existing methods aim improve consistency often cause tradeoffs reduced imaging quality impractical computational time address issues introduce videoguide novel framework enhances temporal consistency pretrained models without need additional training finetuning instead videoguide leverages pretrained video diffusion model vdm guide early stages inference improving temporal quality interpolating guiding models denoised samples sampling models denoising process proposed method brings significant improvement temporal consistency image fidelity providing costeffective practical solution synergizes strengths various video diffusion models furthermore demonstrate prior distillation revealing base models achieve enhanced text coherence utilizing superior data prior guiding model proposed method project page,-1,0.0,-1,0.0
ctnerf crosstime transformer dynamic neural radiance field monocular video goal work generate highquality novel views monocular videos complex dynamic scenes prior methods dynamicnerf shown impressive performance leveraging timevarying dynamic radiation fields however methods limitations comes accurately modeling motion complex objects lead inaccurate blurry renderings details address limitation propose novel approach builds upon recent generalization nerf aggregates nearby views onto new viewpoints however methods typically effective static scenes overcome challenge introduce module operates time frequency domains aggregate features object motion allows us learn relationship frames generate higherquality images experiments demonstrate significant improvements stateoftheart methods dynamic scene datasets specifically approach outperforms existing methods terms accuracy visual quality synthesized views code available,1,1.0,1,1.0
medical video generation disease progression simulation modeling disease progression crucial improving quality efficacy clinical diagnosis prognosis often hindered lack longitudinal medical image monitoring individual patients address challenge propose first medical video generation mvg framework enables controlled manipulation diseaserelated image video features allowing precise realistic personalized simulations disease progression approach begins leveraging large language models llms recaption prompt disease trajectory next controllable multiround diffusion model simulates disease progression state patient creating realistic intermediate disease state sequence finally diffusionbased video transition generation model interpolates disease progression states validate framework across three medical imaging domains chest xray fundus photography skin image results demonstrate mvg significantly outperforms baseline models generating coherent clinically plausible disease trajectories two user studies veteran physicians provide validation insights clinical utility generated sequences mvg potential assist healthcare providers modeling disease trajectories interpolating missing medical image data enhancing medical education realistic dynamic visualizations disease progression,-1,0.0,-1,0.0
liveportrait efficient portrait animation stitching retargeting control portrait animation aims synthesize lifelike video single source image using appearance reference motion ie facial expressions head pose derived driving video audio text generation instead following mainstream diffusionbased methods explore extend potential implicitkeypointbased framework effectively balances computational efficiency controllability building upon develop videodriven portrait animation framework named liveportrait focus better generalization controllability efficiency practical usage enhance generation quality generalization ability scale training data million highquality frames adopt mixed imagevideo training strategy upgrade network architecture design better motion transformation optimization objectives additionally discover compact implicit keypoints effectively represent kind blendshapes meticulously propose stitching two retargeting modules utilize small mlp negligible computational overhead enhance controllability experimental results demonstrate efficacy framework even compared diffusionbased methods generation speed remarkably reaches rtx gpu pytorch inference code models available httpsgithubcomkwaivgiliveportrait,11,1.0,11,1.0
portraittalk towards customizable oneshot audiototalking face generation audiodriven talking face generation challenging task digital communication despite significant progress area existing methods concentrate audiolip synchronization often overlooking aspects visual quality customization generalization crucial producing realistic talking faces address limitations introduce novel customizable oneshot audiodriven talking face generation framework named portraittalk proposed method utilizes latent diffusion framework consisting two main components identitynet animatenet identitynet designed preserve identity features consistently across generated video frames animatenet aims enhance temporal coherence motion consistency framework also integrates audio input reference images thereby reducing reliance referencestyle videos prevalent existing approaches key innovation portraittalk incorporation text prompts decoupled crossattention mechanisms significantly expands creative control generated videos extensive experiments including newly developed evaluation metric model demonstrates superior performance stateoftheart methods setting new standard generation customizable realistic talking faces suitable realworld applications,6,0.9750712521331176,6,0.9750712521331176
neuralnetworkenhanced metalens camera highdefinition dynamic imaging longwave infrared spectrum provide lightweight costeffective solution longwave infrared imaging using singlet develop camera integrating highfrequencyenhancing cyclegan neural network metalens imaging system highfrequencyenhancing cyclegan improves quality original metalens images addressing inherent frequency loss introduced metalens addition bidirectional cyclic generative adversarial network incorporates highfrequency adversarial learning module module utilizes wavelet transform extract highfrequency components establishes highfrequency feedback loop enables generator enhance camera outputs integrating adversarial feedback highfrequency discriminator ensures generator adheres constraints imposed highfrequency adversarial loss thereby effectively recovering cameras frequency loss recovery guarantees highfidelity image output camera facilitating smooth video production camera capable achieving dynamic imaging frames per second end point error value also achieve frechet inception distance peak signal noise ratio structural similarity recorded videos,-1,0.0,-1,0.0
pointvos pointing video object segmentation current stateoftheart video object segmentation vos methods rely dense perobject mask annotations training testing requires timeconsuming costly video annotation mechanisms propose novel pointvos task spatiotemporally sparse pointwise annotation scheme substantially reduces annotation effort apply annotation scheme two largescale video datasets text descriptions annotate points across objects videos based annotations propose new pointvos benchmark corresponding pointbased training mechanism use establish strong baseline results show existing vos methods easily adapted leverage point annotations training achieve results close fullysupervised performance trained pseudomasks generated points addition show data used improve models connect vision language evaluating video narrative grounding vng task make code annotations available httpspointvosgithubio,7,0.9129948122571027,7,0.9129948122571027
dont judge look towards motion coherent video representation current training pipelines object recognition neglect hue jittering data augmentation brings appearance changes detrimental classification also implementation inefficient practice study investigate effect hue variance context video understanding find variance beneficial since static appearances less important videos contain motion information based observation propose data augmentation method video understanding named motion coherent augmentation mca introduces appearance variation videos implicitly encourages model prioritize motion patterns rather static appearances concretely propose operation swapmix efficiently modify appearance video samples introduce variation alignment va resolve distribution shift caused swapmix enforcing model learn appearance invariant representations comprehensive empirical evaluation across various architectures different datasets solidly validates effectiveness generalization ability mca application va augmentation methods code available httpsgithubcombespontaneousmcapytorch,-1,0.0,-1,0.0
videoagent memoryaugmented multimodal agent video understanding explore reconciling several foundation models large language models visionlanguage models novel unified memory mechanism could tackle challenging video understanding problem especially capturing longterm temporal relations lengthy videos particular proposed multimodal agent videoagent constructs structured memory store generic temporal event descriptions objectcentric tracking states video given input task query employs tools including video segment localization object memory querying along visual foundation models interactively solve task utilizing zeroshot tooluse ability llms videoagent demonstrates impressive performances several longhorizon video understanding benchmarks average increase nextqa egoschema baselines closing gap opensourced models private counterparts including gemini pro,-1,0.0,-1,0.0
adaptive cooperative streaming holographic video wireless networks proximal policy optimization solution adapting holographic video streaming fluctuating wireless channels essential maintain consistent satisfactory quality experience qoe users however challenging task due dynamic uncertain characteristics wireless networks address issue propose holographic video cooperative streaming framework designed generic wireless network multiple access points cooperatively transmit video different bitrates multiple users additionally model novel qoe metric tailored specifically holographic video streaming effectively encapsulate nuances holographic video quality quality fluctuations rebuffering occurrences simultaneously furthermore formulate formidable qoe maximization problem nonconvex mixed integer nonlinear programming problem using proximal policy optimization ppo new class reinforcement learning algorithms devise joint beamforming bitrate control scheme wisely adapted fluctuations wireless channel numerical results demonstrate superiority proposed scheme representative baselines,2,1.0,2,1.0
microemo timesensitive multimodal emotion recognition microexpression dynamics video dialogues multimodal large language models mllms demonstrated remarkable multimodal emotion recognition capabilities integrating multimodal cues visual acoustic linguistic contexts video recognize human emotional states however existing methods ignore capturing local facial features temporal dynamics microexpressions leverage contextual dependencies utteranceaware temporal segments video thereby limiting expected effectiveness certain extent work propose microemo timesensitive mllm aimed directing attention local facial microexpression dynamics contextual dependencies utteranceaware video clips model incorporates two key architectural contributions globallocal attention visual encoder integrates global framelevel timestampbound image features local facial features temporal dynamics microexpressions utteranceaware video qformer captures multiscale contextual dependencies generating visual token sequences utterance segment entire video combining preliminary qualitative experiments demonstrate new explainable multimodal emotion recognition emer task exploits multimodal multifaceted clues predict emotions openvocabulary ov manner microemo demonstrates effectiveness compared latest methods,-1,0.0,-1,0.0
kalmaninspired feature propagation video face superresolution despite promising progress face image superresolution video face superresolution remains relatively underexplored existing approaches either adapt general video superresolution networks face datasets apply established face image superresolution models independently individual video frames paradigms encounter challenges either reconstructing facial details maintaining temporal consistency address issues introduce novel framework called kalmaninspired feature propagation keep designed maintain stable face prior time kalman filtering principles offer method recurrent ability use information previously restored frames guide regulate restoration process current frame extensive experiments demonstrate effectiveness method capturing facial details consistently across video frames code video demo available httpsjnjabygithubioprojectskeep,-1,0.0,-1,0.0
momentcross nextgeneration realtime crossdomain ctr prediction livestreaming recommendation kuaishou kuaishou one largest shortvideo livestreaming platform compared shortvideo recommendations livestreaming recommendation complex temporarilyalive distribution user may watch long time feedback delay content unpredictable changes time actually even user interested livestreaming author still may negative watching eg shortview since realtime content attractive enough therefore livestreaming recommendation exists challenging task recommend livestreaming right moment users additionally platforms major exposure content short shortvideo amount exposed shortvideo exposed livestreaming thus users leave behaviors shortvideos leads serious data imbalance problem making livestreaming data could fully reflect user interests case raises another challenging task utilize users shortvideo behaviors make livestreaming recommendation better,-1,0.0,-1,0.0
omniclip adapting clip video recognition spatialtemporal omniscale feature learning recent visionlanguage models vlms textiteg clip made great progress video recognition despite improvement brought strong visual backbone extracting spatial features clip still falls short capturing integrating spatialtemporal features essential video recognition paper propose omniclip framework adapts clip video recognition focusing learning comprehensive features encompassing spatial temporal dynamic spatialtemporal scales refer omniscale features achieved design spatialtemporal blocks include parallel temporal adapters pta enabling efficient temporal modeling additionally introduce selfprompt generator spg module capture dynamic object spatial features synergy pta spg allows omniclip discern varying spatial information across frames assess object scales time conducted extensive experiments supervised video recognition fewshot video recognition zeroshot recognition tasks results demonstrate effectiveness method especially omniclip achieving accuracy setting surpassing recent motionprompt approach even full training data code available urlhttpsgithubcomxiaobulomniclip,-1,0.0,-1,0.0
pite pixeltemporal alignment large videolanguage model fueled large language models llms wave large visuallanguage models lvlms emerged pivotal advancement bridging gap image text however video making challenging lvlms perform adequately due complexity relationship language spatialtemporal data structure recent large videolanguage models lvidlms align feature static visual data like image latent space language feature general multimodal tasks leverage abilities llms sufficiently paper explore finegrained alignment approach via object trajectory different modalities across spatial temporal dimensions simultaneously thus propose novel lvidlm trajectoryguided pixeltemporal alignment dubbed pite exhibits promising applicable model property achieve finegrained videolanguage alignment curate multimodal pretraining dataset dataset provision moving trajectories pixel level individual objects appear mention video caption automatic annotation pipeline meanwhile pite demonstrates astounding capabilities myriad videorelated multimodal tasks beat stateoftheart methods large margin,0,0.829421400603186,0,0.829421400603186
dgns deformable gaussian splatting dynamic neural surface monocular dynamic reconstruction dynamic scene reconstruction monocular video critical realworld applications paper tackles dual challenges dynamic novelview synthesis geometry reconstruction introducing hybrid framework deformable gaussian splatting dynamic neural surfaces dgns modules leverage tasks training depth maps generated deformable gaussian splatting module guide ray sampling faster processing provide depth supervision within dynamic neural surface module improve geometry reconstruction simultaneously dynamic neural surface directs distribution gaussian primitives around surface enhancing rendering quality refine depth supervision introduce depthfiltering process depth maps derived gaussian rasterization extensive experiments public datasets demonstrate dgns achieves stateoftheart performance novelview synthesis reconstruction,1,1.0,1,1.0
instantdrag improving interactivity dragbased image editing dragbased image editing recently gained popularity interactivity precision however despite ability texttoimage models generate samples within second drag editing still lags behind due challenge accurately reflecting user interaction maintaining image content existing approaches rely computationally intensive perimage optimization intricate guidancebased methods requiring additional inputs masks movable regions text prompts thereby compromising interactivity editing process introduce instantdrag optimizationfree pipeline enhances interactivity speed requiring image drag instruction input instantdrag consists two carefully designed networks dragconditioned optical flow generator flowgen optical flowconditioned diffusion model flowdiffusion instantdrag learns motion dynamics dragbased image editing realworld video datasets decomposing task motion generation motionconditioned image generation demonstrate instantdrags capability perform fast photorealistic edits without masks text prompts experiments facial video datasets general scenes results highlight efficiency approach handling dragbased image editing making promising solution interactive realtime applications,-1,0.0,-1,0.0
generative object insertion gaussian splatting multiview diffusion model generating inserting new objects content compelling approach achieving versatile scene recreation existing methods rely sds optimization singleview inpainting often struggle produce highquality results address propose novel method object insertion content represented gaussian splatting approach introduces multiview diffusion model dubbed mvinpainter built upon pretrained stable video diffusion model facilitate viewconsistent object inpainting within mvinpainter incorporate controlnetbased conditional injection module enable controlled predictable multiview generation generating multiview inpainted results propose maskaware reconstruction technique refine gaussian splatting reconstruction sparse inpainted views leveraging fabricate techniques approach yields diverse results ensures viewconsistent harmonious insertions produces better object quality extensive experiments demonstrate approach outperforms existing methods,1,0.9690655127253915,1,0.9690655127253915
highfidelity talking portrait synthesis via personalized generative prior recent methods audiodriven talking head synthesis often optimize neural radiance fields nerf monocular talking portrait video leveraging capability render highfidelity novelview frames however often struggle reconstruct complete face geometry due absence comprehensive information input monocular videos paper introduce novel audiodriven talking head synthesis framework called faithfully reconstruct plausible facial geometries effectively adopting pretrained generative prior given personalized generative model present novel audioguided attention unet architecture predicts dynamic face variations nerf space driven audio furthermore model modulated audiounrelated conditioning tokens effectively disentangle variations unrelated audio features compared existing methods method excels generating realistic facial geometries even extreme head poses also conduct extensive experiments showing approach surpasses stateoftheart benchmarks terms quantitative qualitative evaluations,6,0.9180426179672315,6,0.9180426179672315
