title,abstract,published,authors,url
Unveiling the Invisible: Captioning Videos with Metaphors,"Metaphors are a common communication tool used in our day-to-day life. The
detection and generation of metaphors in textual form have been studied
extensively but metaphors in other forms have been under-explored. Recent
studies have shown that Vision-Language (VL) models cannot understand visual
metaphors in memes and adverts. As of now, no probing studies have been done
that involve complex language phenomena like metaphors with videos. Hence, we
introduce a new VL task of describing the metaphors present in the videos in
our work. To facilitate this novel task, we construct and release a manually
created dataset with 705 videos and 2115 human-written captions, along with a
new metric called Average Concept Distance (ACD), to automatically evaluate the
creativity of the metaphors generated. We also propose a novel low-resource
video metaphor captioning system: GIT-LLaVA, which obtains comparable
performance to SoTA video language models on the proposed task. We perform a
comprehensive analysis of existing video language models on this task and
publish our dataset, models, and benchmark results to enable further research.",2024-06-07 12:32:44+00:00,"['Abisek Rajakumar Kalarani', 'Pushpak Bhattacharyya', 'Sumit Shekhar']",http://arxiv.org/abs/2406.04886v2
UVIS: Unsupervised Video Instance Segmentation,"Video instance segmentation requires classifying, segmenting, and tracking
every object across video frames. Unlike existing approaches that rely on
masks, boxes, or category labels, we propose UVIS, a novel Unsupervised Video
Instance Segmentation (UVIS) framework that can perform video instance
segmentation without any video annotations or dense label-based pretraining.
Our key insight comes from leveraging the dense shape prior from the
self-supervised vision foundation model DINO and the openset recognition
ability from the image-caption supervised vision-language model CLIP. Our UVIS
framework consists of three essential steps: frame-level pseudo-label
generation, transformer-based VIS model training, and query-based tracking. To
improve the quality of VIS predictions in the unsupervised setup, we introduce
a dual-memory design. This design includes a semantic memory bank for
generating accurate pseudo-labels and a tracking memory bank for maintaining
temporal consistency in object tracks. We evaluate our approach on three
standard VIS benchmarks, namely YoutubeVIS-2019, YoutubeVIS-2021, and Occluded
VIS. Our UVIS achieves 21.1 AP on YoutubeVIS-2019 without any video annotations
or dense pretraining, demonstrating the potential of our unsupervised VIS
framework.",2024-06-11 03:05:50+00:00,"['Shuaiyi Huang', 'Saksham Suri', 'Kamal Gupta', 'Sai Saketh Rambhatla', 'Ser-nam Lim', 'Abhinav Shrivastava']",http://arxiv.org/abs/2406.06908v1
Generative Outpainting To Enhance the Memorability of Short-Form Videos,"With the expanding use of the short-form video format in advertising, social
media, entertainment, education and more, there is a need for such media to
both captivate and be remembered. Video memorability indicates to us how likely
a video is to be remembered by a viewer who has no emotional or personal
connection with its content. This paper presents the results of using
generative outpainting to expand the screen size of a short-form video with a
view to improving its memorability. Advances in machine learning and deep
learning are compared and leveraged to understand how extending the borders of
video screensizes can affect their memorability to viewers. Using quantitative
evaluation we determine the best-performing model for outpainting and the
impact of outpainting based on image saliency on video memorability scores",2024-11-21 15:24:16+00:00,"['Alan Byju', 'Aman Sudhindra Ladwa', 'Lorin Sweeney', 'Alan F. Smeaton']",http://arxiv.org/abs/2411.14213v1
Foundation Models and Adaptive Feature Selection: A Synergistic Approach to Video Question Answering,"This paper tackles the intricate challenge of video question-answering
(VideoQA). Despite notable progress, current methods fall short of effectively
integrating questions with video frames and semantic object-level abstractions
to create question-aware video representations. We introduce Local-Global
Question Aware Video Embedding (LGQAVE), which incorporates three major
innovations to integrate multi-modal knowledge better and emphasize semantic
visual concepts relevant to specific questions. LGQAVE moves beyond traditional
ad-hoc frame sampling by utilizing a cross-attention mechanism that precisely
identifies the most relevant frames concerning the questions. It captures the
dynamics of objects within these frames using distinct graphs, grounding them
in question semantics with the miniGPT model. These graphs are processed by a
question-aware dynamic graph transformer (Q-DGT), which refines the outputs to
develop nuanced global and local video representations. An additional
cross-attention module integrates these local and global embeddings to generate
the final video embeddings, which a language model uses to generate answers.
Extensive evaluations across multiple benchmarks demonstrate that LGQAVE
significantly outperforms existing models in delivering accurate multi-choice
and open-ended answers.",2024-12-12 12:39:07+00:00,"['Sai Bhargav Rongali', 'Mohamad Hassan N C', 'Ankit Jha', 'Neha Bhargava', 'Saurabh Prasad', 'Biplab Banerjee']",http://arxiv.org/abs/2412.09230v1
One-Shot Pose-Driving Face Animation Platform,"The objective of face animation is to generate dynamic and expressive talking
head videos from a single reference face, utilizing driving conditions derived
from either video or audio inputs. Current approaches often require fine-tuning
for specific identities and frequently fail to produce expressive videos due to
the limited effectiveness of Wav2Pose modules. To facilitate the generation of
one-shot and more consecutive talking head videos, we refine an existing
Image2Video model by integrating a Face Locator and Motion Frame mechanism. We
subsequently optimize the model using extensive human face video datasets,
significantly enhancing its ability to produce high-quality and expressive
talking head videos. Additionally, we develop a demo platform using the Gradio
framework, which streamlines the process, enabling users to quickly create
customized talking head videos.",2024-07-12 03:09:07+00:00,"['He Feng', 'Donglin Di', 'Yongjia Ma', 'Wei Chen', 'Tonghua Su']",http://arxiv.org/abs/2407.08949v1
Video-MME: The First-Ever Comprehensive Evaluation Benchmark of Multi-modal LLMs in Video Analysis,"In the quest for artificial general intelligence, Multi-modal Large Language
Models (MLLMs) have emerged as a focal point in recent advancements. However,
the predominant focus remains on developing their capabilities in static image
understanding. The potential of MLLMs in processing sequential visual data is
still insufficiently explored, highlighting the absence of a comprehensive,
high-quality assessment of their performance. In this paper, we introduce
Video-MME, the first-ever full-spectrum, Multi-Modal Evaluation benchmark of
MLLMs in Video analysis. Our work distinguishes from existing benchmarks
through four key features: 1) Diversity in video types, spanning 6 primary
visual domains with 30 subfields to ensure broad scenario generalizability; 2)
Duration in temporal dimension, encompassing both short-, medium-, and
long-term videos, ranging from 11 seconds to 1 hour, for robust contextual
dynamics; 3) Breadth in data modalities, integrating multi-modal inputs besides
video frames, including subtitles and audios, to unveil the all-round
capabilities of MLLMs; 4) Quality in annotations, utilizing rigorous manual
labeling by expert annotators to facilitate precise and reliable model
assessment. 900 videos with a total of 254 hours are manually selected and
annotated by repeatedly viewing all the video content, resulting in 2,700
question-answer pairs. With Video-MME, we extensively evaluate various
state-of-the-art MLLMs, including GPT-4 series and Gemini 1.5 Pro, as well as
open-source image models like InternVL-Chat-V1.5 and video models like
LLaVA-NeXT-Video. Our experiments reveal that Gemini 1.5 Pro is the
best-performing commercial model, significantly outperforming the open-source
models. Our dataset along with these findings underscores the need for further
improvements in handling longer sequences and multi-modal data. Project Page:
https://video-mme.github.io",2024-05-31 17:59:47+00:00,"['Chaoyou Fu', 'Yuhan Dai', 'Yongdong Luo', 'Lei Li', 'Shuhuai Ren', 'Renrui Zhang', 'Zihan Wang', 'Chenyu Zhou', 'Yunhang Shen', 'Mengdan Zhang', 'Peixian Chen', 'Yanwei Li', 'Shaohui Lin', 'Sirui Zhao', 'Ke Li', 'Tong Xu', 'Xiawu Zheng', 'Enhong Chen', 'Rongrong Ji', 'Xing Sun']",http://arxiv.org/abs/2405.21075v2
Omegance: A Single Parameter for Various Granularities in Diffusion-Based Synthesis,"In this work, we introduce a single parameter $\omega$, to effectively
control granularity in diffusion-based synthesis. This parameter is
incorporated during the denoising steps of the diffusion model's reverse
process. Our approach does not require model retraining, architectural
modifications, or additional computational overhead during inference, yet
enables precise control over the level of details in the generated outputs.
Moreover, spatial masks or denoising schedules with varying $\omega$ values can
be applied to achieve region-specific or timestep-specific granularity control.
Prior knowledge of image composition from control signals or reference images
further facilitates the creation of precise $\omega$ masks for granularity
control on specific objects. To highlight the parameter's role in controlling
subtle detail variations, the technique is named Omegance, combining ""omega""
and ""nuance"". Our method demonstrates impressive performance across various
image and video synthesis tasks and is adaptable to advanced diffusion models.
The code is available at https://github.com/itsmag11/Omegance.",2024-11-26 08:23:16+00:00,"['Xinyu Hou', 'Zongsheng Yue', 'Xiaoming Li', 'Chen Change Loy']",http://arxiv.org/abs/2411.17769v1
Solving Masked Jigsaw Puzzles with Diffusion Vision Transformers,"Solving image and video jigsaw puzzles poses the challenging task of
rearranging image fragments or video frames from unordered sequences to restore
meaningful images and video sequences. Existing approaches often hinge on
discriminative models tasked with predicting either the absolute positions of
puzzle elements or the permutation actions applied to the original data.
Unfortunately, these methods face limitations in effectively solving puzzles
with a large number of elements. In this paper, we propose JPDVT, an innovative
approach that harnesses diffusion transformers to address this challenge.
Specifically, we generate positional information for image patches or video
frames, conditioned on their underlying visual content. This information is
then employed to accurately assemble the puzzle pieces in their correct
positions, even in scenarios involving missing pieces. Our method achieves
state-of-the-art performance on several datasets.",2024-04-10 18:40:23+00:00,"['Jinyang Liu', 'Wondmgezahu Teshome', 'Sandesh Ghimire', 'Mario Sznaier', 'Octavia Camps']",http://arxiv.org/abs/2404.07292v1
Video Motion Transfer with Diffusion Transformers,"We propose DiTFlow, a method for transferring the motion of a reference video
to a newly synthesized one, designed specifically for Diffusion Transformers
(DiT). We first process the reference video with a pre-trained DiT to analyze
cross-frame attention maps and extract a patch-wise motion signal called the
Attention Motion Flow (AMF). We guide the latent denoising process in an
optimization-based, training-free, manner by optimizing latents with our AMF
loss to generate videos reproducing the motion of the reference one. We also
apply our optimization strategy to transformer positional embeddings, granting
us a boost in zero-shot motion transfer capabilities. We evaluate DiTFlow
against recently published methods, outperforming all across multiple metrics
and human evaluation.",2024-12-10 18:59:58+00:00,"['Alexander Pondaven', 'Aliaksandr Siarohin', 'Sergey Tulyakov', 'Philip Torr', 'Fabio Pizzati']",http://arxiv.org/abs/2412.07776v1
Single Trajectory Distillation for Accelerating Image and Video Style Transfer,"Diffusion-based stylization methods typically denoise from a specific partial
noise state for image-to-image and video-to-video tasks. This multi-step
diffusion process is computationally expensive and hinders real-world
application. A promising solution to speed up the process is to obtain few-step
consistency models through trajectory distillation. However, current
consistency models only force the initial-step alignment between the
probability flow ODE (PF-ODE) trajectories of the student and the imperfect
teacher models. This training strategy can not ensure the consistency of whole
trajectories. To address this issue, we propose single trajectory distillation
(STD) starting from a specific partial noise state. We introduce a trajectory
bank to store the teacher model's trajectory states, mitigating the time cost
during training. Besides, we use an asymmetric adversarial loss to enhance the
style and quality of the generated images. Extensive experiments on image and
video stylization demonstrate that our method surpasses existing acceleration
models in terms of style similarity and aesthetic evaluations. Our code and
results will be available on the project page:
https://single-trajectory-distillation.github.io.",2024-12-25 16:40:23+00:00,"['Sijie Xu', 'Runqi Wang', 'Wei Zhu', 'Dejia Song', 'Nemo Chen', 'Xu Tang', 'Yao Hu']",http://arxiv.org/abs/2412.18945v1
VividPose: Advancing Stable Video Diffusion for Realistic Human Image Animation,"Human image animation involves generating a video from a static image by
following a specified pose sequence. Current approaches typically adopt a
multi-stage pipeline that separately learns appearance and motion, which often
leads to appearance degradation and temporal inconsistencies. To address these
issues, we propose VividPose, an innovative end-to-end pipeline based on Stable
Video Diffusion (SVD) that ensures superior temporal stability. To enhance the
retention of human identity, we propose an identity-aware appearance controller
that integrates additional facial information without compromising other
appearance details such as clothing texture and background. This approach
ensures that the generated videos maintain high fidelity to the identity of
human subject, preserving key facial features across various poses. To
accommodate diverse human body shapes and hand movements, we introduce a
geometry-aware pose controller that utilizes both dense rendering maps from
SMPL-X and sparse skeleton maps. This enables accurate alignment of pose and
shape in the generated videos, providing a robust framework capable of handling
a wide range of body shapes and dynamic hand movements. Extensive qualitative
and quantitative experiments on the UBCFashion and TikTok benchmarks
demonstrate that our method achieves state-of-the-art performance. Furthermore,
VividPose exhibits superior generalization capabilities on our proposed
in-the-wild dataset. Codes and models will be available.",2024-05-28 13:18:32+00:00,"['Qilin Wang', 'Zhengkai Jiang', 'Chengming Xu', 'Jiangning Zhang', 'Yabiao Wang', 'Xinyi Zhang', 'Yun Cao', 'Weijian Cao', 'Chengjie Wang', 'Yanwei Fu']",http://arxiv.org/abs/2405.18156v1
Animated Stickers: Bringing Stickers to Life with Video Diffusion,"We introduce animated stickers, a video diffusion model which generates an
animation conditioned on a text prompt and static sticker image. Our model is
built on top of the state-of-the-art Emu text-to-image model, with the addition
of temporal layers to model motion. Due to the domain gap, i.e. differences in
visual and motion style, a model which performed well on generating natural
videos can no longer generate vivid videos when applied to stickers. To bridge
this gap, we employ a two-stage finetuning pipeline: first with weakly
in-domain data, followed by human-in-the-loop (HITL) strategy which we term
ensemble-of-teachers. It distills the best qualities of multiple teachers into
a smaller student model. We show that this strategy allows us to specifically
target improvements to motion quality while maintaining the style from the
static image. With inference optimizations, our model is able to generate an
eight-frame video with high-quality, interesting, and relevant motion in under
one second.",2024-02-08 22:49:32+00:00,"['David Yan', 'Winnie Zhang', 'Luxin Zhang', 'Anmol Kalia', 'Dingkang Wang', 'Ankit Ramchandani', 'Miao Liu', 'Albert Pumarola', 'Edgar Schoenfeld', 'Elliot Blanchard', 'Krishna Narni', 'Yaqiao Luo', 'Lawrence Chen', 'Guan Pang', 'Ali Thabet', 'Peter Vajda', 'Amy Bearman', 'Licheng Yu']",http://arxiv.org/abs/2402.06088v1
HR-INR: Continuous Space-Time Video Super-Resolution via Event Camera,"Continuous space-time video super-resolution (C-STVSR) aims to simultaneously
enhance video resolution and frame rate at an arbitrary scale. Recently,
implicit neural representation (INR) has been applied to video restoration,
representing videos as implicit fields that can be decoded at an arbitrary
scale. However, the highly ill-posed nature of C-STVSR limits the effectiveness
of current INR-based methods: they assume linear motion between frames and use
interpolation or feature warping to generate features at arbitrary
spatiotemporal positions with two consecutive frames. This restrains C-STVSR
from capturing rapid and nonlinear motion and long-term dependencies (involving
more than two frames) in complex dynamic scenes. In this paper, we propose a
novel C-STVSR framework, called HR-INR, which captures both holistic
dependencies and regional motions based on INR. It is assisted by an event
camera, a novel sensor renowned for its high temporal resolution and low
latency. To fully utilize the rich temporal information from events, we design
a feature extraction consisting of (1) a regional event feature extractor -
taking events as inputs via the proposed event temporal pyramid representation
to capture the regional nonlinear motion and (2) a holistic event-frame feature
extractor for long-term dependence and continuity motion. We then propose a
novel INR-based decoder with spatiotemporal embeddings to capture long-term
dependencies with a larger temporal perception field. We validate the
effectiveness and generalization of our method on four datasets (both simulated
and real data), showing the superiority of our method.",2024-05-22 06:51:32+00:00,"['Yunfan Lu', 'Zipeng Wang', 'Yusheng Wang', 'Hui Xiong']",http://arxiv.org/abs/2405.13389v1
Global Spatial-Temporal Information-based Residual ConvLSTM for Video Space-Time Super-Resolution,"By converting low-frame-rate, low-resolution videos into high-frame-rate,
high-resolution ones, space-time video super-resolution techniques can enhance
visual experiences and facilitate more efficient information dissemination. We
propose a convolutional neural network (CNN) for space-time video
super-resolution, namely GIRNet. To generate highly accurate features and thus
improve performance, the proposed network integrates a feature-level temporal
interpolation module with deformable convolutions and a global spatial-temporal
information-based residual convolutional long short-term memory (convLSTM)
module. In the feature-level temporal interpolation module, we leverage
deformable convolution, which adapts to deformations and scale variations of
objects across different scene locations. This presents a more efficient
solution than conventional convolution for extracting features from moving
objects. Our network effectively uses forward and backward feature information
to determine inter-frame offsets, leading to the direct generation of
interpolated frame features. In the global spatial-temporal information-based
residual convLSTM module, the first convLSTM is used to derive global
spatial-temporal information from the input features, and the second convLSTM
uses the previously computed global spatial-temporal information feature as its
initial cell state. This second convLSTM adopts residual connections to
preserve spatial information, thereby enhancing the output features.
Experiments on the Vimeo90K dataset show that the proposed method outperforms
state-of-the-art techniques in peak signal-to-noise-ratio (by 1.45 dB, 1.14 dB,
and 0.02 dB over STARnet, TMNet, and 3DAttGAN, respectively), structural
similarity index(by 0.027, 0.023, and 0.006 over STARnet, TMNet, and 3DAttGAN,
respectively), and visually.",2024-07-11 13:01:44+00:00,"['Congrui Fu', 'Hui Yuan', 'Shiqi Jiang', 'Guanghui Zhang', 'Liquan Shen', 'Raouf Hamzaoui']",http://arxiv.org/abs/2407.08466v1
"One Shot, One Talk: Whole-body Talking Avatar from a Single Image","Building realistic and animatable avatars still requires minutes of
multi-view or monocular self-rotating videos, and most methods lack precise
control over gestures and expressions. To push this boundary, we address the
challenge of constructing a whole-body talking avatar from a single image. We
propose a novel pipeline that tackles two critical issues: 1) complex dynamic
modeling and 2) generalization to novel gestures and expressions. To achieve
seamless generalization, we leverage recent pose-guided image-to-video
diffusion models to generate imperfect video frames as pseudo-labels. To
overcome the dynamic modeling challenge posed by inconsistent and noisy
pseudo-videos, we introduce a tightly coupled 3DGS-mesh hybrid avatar
representation and apply several key regularizations to mitigate
inconsistencies caused by imperfect labels. Extensive experiments on diverse
subjects demonstrate that our method enables the creation of a photorealistic,
precisely animatable, and expressive whole-body talking avatar from just a
single image.",2024-12-02 04:27:41+00:00,"['Jun Xiang', 'Yudong Guo', 'Leipeng Hu', 'Boyang Guo', 'Yancheng Yuan', 'Juyong Zhang']",http://arxiv.org/abs/2412.01106v1
Landmark-guided Diffusion Model for High-fidelity and Temporally Coherent Talking Head Generation,"Audio-driven talking head generation is a significant and challenging task
applicable to various fields such as virtual avatars, film production, and
online conferences. However, the existing GAN-based models emphasize generating
well-synchronized lip shapes but overlook the visual quality of generated
frames, while diffusion-based models prioritize generating high-quality frames
but neglect lip shape matching, resulting in jittery mouth movements. To
address the aforementioned problems, we introduce a two-stage diffusion-based
model. The first stage involves generating synchronized facial landmarks based
on the given speech. In the second stage, these generated landmarks serve as a
condition in the denoising process, aiming to optimize mouth jitter issues and
generate high-fidelity, well-synchronized, and temporally coherent talking head
videos. Extensive experiments demonstrate that our model yields the best
performance.",2024-08-03 10:19:38+00:00,"['Jintao Tan', 'Xize Cheng', 'Lingyu Xiong', 'Lei Zhu', 'Xiandong Li', 'Xianjia Wu', 'Kai Gong', 'Minglei Li', 'Yi Cai']",http://arxiv.org/abs/2408.01732v1
Bias-Conflict Sample Synthesis and Adversarial Removal Debias Strategy for Temporal Sentence Grounding in Video,"Temporal Sentence Grounding in Video (TSGV) is troubled by dataset bias
issue, which is caused by the uneven temporal distribution of the target
moments for samples with similar semantic components in input videos or query
texts. Existing methods resort to utilizing prior knowledge about bias to
artificially break this uneven distribution, which only removes a limited
amount of significant language biases. In this work, we propose the
bias-conflict sample synthesis and adversarial removal debias strategy
(BSSARD), which dynamically generates bias-conflict samples by explicitly
leveraging potentially spurious correlations between single-modality features
and the temporal position of the target moments. Through adversarial training,
its bias generators continuously introduce biases and generate bias-conflict
samples to deceive its grounding model. Meanwhile, the grounding model
continuously eliminates the introduced biases, which requires it to model
multi-modality alignment information. BSSARD will cover most kinds of coupling
relationships and disrupt language and visual biases simultaneously. Extensive
experiments on Charades-CD and ActivityNet-CD demonstrate the promising
debiasing capability of BSSARD. Source codes are available at
https://github.com/qzhb/BSSARD.",2024-01-15 09:59:43+00:00,"['Zhaobo Qi', 'Yibo Yuan', 'Xiaowen Ruan', 'Shuhui Wang', 'Weigang Zhang', 'Qingming Huang']",http://arxiv.org/abs/2401.07567v2
Follow-Your-MultiPose: Tuning-Free Multi-Character Text-to-Video Generation via Pose Guidance,"Text-editable and pose-controllable character video generation is a
challenging but prevailing topic with practical applications. However, existing
approaches mainly focus on single-object video generation with pose guidance,
ignoring the realistic situation that multi-character appear concurrently in a
scenario. To tackle this, we propose a novel multi-character video generation
framework in a tuning-free manner, which is based on the separated text and
pose guidance. Specifically, we first extract character masks from the pose
sequence to identify the spatial position for each generating character, and
then single prompts for each character are obtained with LLMs for precise text
guidance. Moreover, the spatial-aligned cross attention and multi-branch
control module are proposed to generate fine grained controllable
multi-character video. The visualized results of generating video demonstrate
the precise controllability of our method for multi-character generation. We
also verify the generality of our method by applying it to various personalized
T2I models. Moreover, the quantitative results show that our approach achieves
superior performance compared with previous works.",2024-12-21 05:49:40+00:00,"['Beiyuan Zhang', 'Yue Ma', 'Chunlei Fu', 'Xinyang Song', 'Zhenan Sun', 'Ziqiang Li']",http://arxiv.org/abs/2412.16495v2
Modular Blind Video Quality Assessment,"Blind video quality assessment (BVQA) plays a pivotal role in evaluating and
improving the viewing experience of end-users across a wide range of
video-based platforms and services. Contemporary deep learning-based models
primarily analyze video content in its aggressively subsampled format, while
being blind to the impact of the actual spatial resolution and frame rate on
video quality. In this paper, we propose a modular BVQA model and a method of
training it to improve its modularity. Our model comprises a base quality
predictor, a spatial rectifier, and a temporal rectifier, responding to the
visual content and distortion, spatial resolution, and frame rate changes on
video quality, respectively. During training, spatial and temporal rectifiers
are dropped out with some probabilities to render the base quality predictor a
standalone BVQA model, which should work better with the rectifiers. Extensive
experiments on both professionally-generated content and user-generated content
video databases show that our quality model achieves superior or comparable
performance to current methods. Additionally, the modularity of our model
offers an opportunity to analyze existing video quality databases in terms of
their spatial and temporal complexity.",2024-02-29 15:44:00+00:00,"['Wen Wen', 'Mu Li', 'Yabin Zhang', 'Yiting Liao', 'Junlin Li', 'Li Zhang', 'Kede Ma']",http://arxiv.org/abs/2402.19276v4
Exploring Explainability in Video Action Recognition,"Image Classification and Video Action Recognition are perhaps the two most
foundational tasks in computer vision. Consequently, explaining the inner
workings of trained deep neural networks is of prime importance. While numerous
efforts focus on explaining the decisions of trained deep neural networks in
image classification, exploration in the domain of its temporal version, video
action recognition, has been scant. In this work, we take a deeper look at this
problem. We begin by revisiting Grad-CAM, one of the popular feature
attribution methods for Image Classification, and its extension to Video Action
Recognition tasks and examine the method's limitations. To address these, we
introduce Video-TCAV, by building on TCAV for Image Classification tasks, which
aims to quantify the importance of specific concepts in the decision-making
process of Video Action Recognition models. As the scalable generation of
concepts is still an open problem, we propose a machine-assisted approach to
generate spatial and spatiotemporal concepts relevant to Video Action
Recognition for testing Video-TCAV. We then establish the importance of
temporally-varying concepts by demonstrating the superiority of dynamic
spatiotemporal concepts over trivial spatial concepts. In conclusion, we
introduce a framework for investigating hypotheses in action recognition and
quantitatively testing them, thus advancing research in the explainability of
deep neural networks used in video action recognition.",2024-04-13 19:34:14+00:00,"['Avinab Saha', 'Shashank Gupta', 'Sravan Kumar Ankireddy', 'Karl Chahine', 'Joydeep Ghosh']",http://arxiv.org/abs/2404.09067v1
GUIDE: A Guideline-Guided Dataset for Instructional Video Comprehension,"There are substantial instructional videos on the Internet, which provide us
tutorials for completing various tasks. Existing instructional video datasets
only focus on specific steps at the video level, lacking experiential
guidelines at the task level, which can lead to beginners struggling to learn
new tasks due to the lack of relevant experience. Moreover, the specific steps
without guidelines are trivial and unsystematic, making it difficult to provide
a clear tutorial. To address these problems, we present the GUIDE
(Guideline-Guided) dataset, which contains 3.5K videos of 560 instructional
tasks in 8 domains related to our daily life. Specifically, we annotate each
instructional task with a guideline, representing a common pattern shared by
all task-related videos. On this basis, we annotate systematic specific steps,
including their associated guideline steps, specific step descriptions and
timestamps. Our proposed benchmark consists of three sub-tasks to evaluate
comprehension ability of models: (1) Step Captioning: models have to generate
captions for specific steps from videos. (2) Guideline Summarization: models
have to mine the common pattern in task-related videos and summarize a
guideline from them. (3) Guideline-Guided Captioning: models have to generate
captions for specific steps under the guide of guideline. We evaluate plenty of
foundation models with GUIDE and perform in-depth analysis. Given the diversity
and practicality of GUIDE, we believe that it can be used as a better benchmark
for instructional video comprehension.",2024-06-26 10:24:00+00:00,"['Jiafeng Liang', 'Shixin Jiang', 'Zekun Wang', 'Haojie Pan', 'Zerui Chen', 'Zheng Chu', 'Ming Liu', 'Ruiji Fu', 'Zhongyuan Wang', 'Bing Qin']",http://arxiv.org/abs/2406.18227v1
Multimodal Language Models for Domain-Specific Procedural Video Summarization,"Videos serve as a powerful medium to convey ideas, tell stories, and provide
detailed instructions, especially through long-format tutorials. Such tutorials
are valuable for learning new skills at one's own pace, yet they can be
overwhelming due to their length and dense content. Viewers often seek specific
information, like precise measurements or step-by-step execution details,
making it essential to extract and summarize key segments efficiently. An
intelligent, time-sensitive video assistant capable of summarizing and
detecting highlights in long videos is highly sought after. Recent advancements
in Multimodal Large Language Models offer promising solutions to develop such
an assistant. Our research explores the use of multimodal models to enhance
video summarization and step-by-step instruction generation within specific
domains. These models need to understand temporal events and relationships
among actions across video frames. Our approach focuses on fine-tuning TimeChat
to improve its performance in specific domains: cooking and medical procedures.
By training the model on domain-specific datasets like Tasty for cooking and
MedVidQA for medical procedures, we aim to enhance its ability to generate
concise, accurate summaries of instructional videos. We curate and restructure
these datasets to create high-quality video-centric instruction data. Our
findings indicate that when finetuned on domain-specific procedural data,
TimeChat can significantly improve the extraction and summarization of key
instructional steps in long-format videos. This research demonstrates the
potential of specialized multimodal models to assist with practical tasks by
providing personalized, step-by-step guidance tailored to the unique aspects of
each domain.",2024-07-07 15:50:46+00:00,['Nafisa Hussain'],http://arxiv.org/abs/2407.05419v1
InterTrack: Tracking Human Object Interaction without Object Templates,"Tracking human object interaction from videos is important to understand
human behavior from the rapidly growing stream of video data. Previous
video-based methods require predefined object templates while
single-image-based methods are template-free but lack temporal consistency. In
this paper, we present a method to track human object interaction without any
object shape templates. We decompose the 4D tracking problem into per-frame
pose tracking and canonical shape optimization. We first apply a single-view
reconstruction method to obtain temporally-inconsistent per-frame interaction
reconstructions. Then, for the human, we propose an efficient autoencoder to
predict SMPL vertices directly from the per-frame reconstructions, introducing
temporally consistent correspondence. For the object, we introduce a pose
estimator that leverages temporal information to predict smooth object
rotations under occlusions. To train our model, we propose a method to generate
synthetic interaction videos and synthesize in total 10 hour videos of 8.5k
sequences with full 3D ground truth. Experiments on BEHAVE and InterCap show
that our method significantly outperforms previous template-based video
tracking and single-frame reconstruction methods. Our proposed synthetic video
dataset also allows training video-based methods that generalize to real-world
videos. Our code and dataset will be publicly released.",2024-08-25 22:26:46+00:00,"['Xianghui Xie', 'Jan Eric Lenssen', 'Gerard Pons-Moll']",http://arxiv.org/abs/2408.13953v1
VideoGLaMM: A Large Multimodal Model for Pixel-Level Visual Grounding in Videos,"Fine-grained alignment between videos and text is challenging due to complex
spatial and temporal dynamics in videos. Existing video-based Large Multimodal
Models (LMMs) handle basic conversations but struggle with precise pixel-level
grounding in videos. To address this, we introduce VideoGLaMM, a LMM designed
for fine-grained pixel-level grounding in videos based on user-provided textual
inputs. Our design seamlessly connects three key components: a Large Language
Model, a dual vision encoder that emphasizes both spatial and temporal details,
and a spatio-temporal decoder for accurate mask generation. This connection is
facilitated via tunable V-L and L-V adapters that enable close Vision-Language
(VL) alignment. The architecture is trained to synchronize both spatial and
temporal elements of video content with textual instructions. To enable
fine-grained grounding, we curate a multimodal dataset featuring detailed
visually-grounded conversations using a semiautomatic annotation pipeline,
resulting in a diverse set of 38k video-QA triplets along with 83k objects and
671k masks. We evaluate VideoGLaMM on three challenging tasks: Grounded
Conversation Generation, Visual Grounding, and Referring Video Segmentation.
Experimental results show that our model consistently outperforms existing
approaches across all three tasks.",2024-11-07 17:59:27+00:00,"['Shehan Munasinghe', 'Hanan Gani', 'Wenqi Zhu', 'Jiale Cao', 'Eric Xing', 'Fahad Shahbaz Khan', 'Salman Khan']",http://arxiv.org/abs/2411.04923v3
